name,x1,x2,y1,y2,classname
1947.jpg,59,83,130,174,face_with_mask
1949.jpg,656,71,789,222,face_with_mask
1949.jpg,358,96,474,250,face_with_mask
1950.jpg,680,8,838,223,face_with_mask
1950.jpg,403,51,489,152,face_with_mask
1953.jpg,2000,318,2555,1154,face_with_mask
1954.jpg,292,119,658,567,face_with_mask
1956.jpg,349,58,508,248,face_with_mask
1956.jpg,31,233,95,310,face_with_mask
1959.jpg,313,206,955,958,face_with_mask
1960.jpg,261,33,411,253,face_with_mask
1960.jpg,41,26,187,260,face_with_mask
1961.png,188,128,506,435,face_with_mask
1962.png,127,102,455,530,face_with_mask
1963.png,139,60,428,426,face_with_mask
1967.jpg,267,59,394,200,face_with_mask
1969.jpg,388,77,489,210,face_with_mask
1969.jpg,683,104,784,242,face_with_mask
1971.jpg,263,33,391,181,face_with_mask
1972.jpg,559,184,605,247,face_with_mask
1972.jpg,449,195,495,256,face_with_mask
1972.jpg,361,208,412,267,face_with_mask
1973.jpg,236,126,395,319,face_with_mask
1974.jpg,1050,51,1613,691,face_with_mask
1974.jpg,264,263,776,830,face_with_mask
1976.jpg,778,99,1338,793,face_with_mask
1978.jpg,221,256,450,535,face_with_mask
1978.jpg,0,6,327,352,face_with_mask
1978.jpg,709,36,871,235,face_with_mask
1978.jpg,636,67,716,221,face_with_mask
1978.jpg,470,32,553,138,face_with_mask
1978.jpg,344,125,427,244,face_with_mask
1979.jpg,474,108,555,227,face_with_mask
1980.jpg,544,92,644,217,face_with_mask
1980.jpg,386,99,492,234,face_with_mask
1981.jpg,414,18,492,119,face_with_mask
1981.jpg,266,30,339,122,face_with_mask
1983.jpg,435,82,642,323,face_with_mask
1984.jpg,835,93,989,270,face_with_mask
1984.jpg,10,2,288,267,face_with_mask
1986.jpg,210,269,700,918,face_with_mask
1986.jpg,820,30,1480,785,face_with_mask
1987.jpg,365,67,464,199,face_with_mask
1988.jpg,1081,148,1462,608,face_with_mask
1989.jpg,461,184,585,325,face_with_mask
1990.jpg,79,317,223,476,face_with_mask
1990.jpg,0,371,46,533,face_with_mask
1991.jpg,2997,1201,3352,1632,face_with_mask
1991.jpg,2403,1362,2803,1750,face_with_mask
1991.jpg,1086,1352,1470,1791,face_with_mask
1992.jpg,1537,625,1916,1069,face_with_mask
1992.jpg,612,529,1102,1029,face_with_mask
1992.jpg,2314,329,2765,943,face_with_mask
1993.jpg,1162,13,1386,281,face_with_mask
1993.jpg,392,589,586,765,face_with_mask
1993.jpg,187,557,377,782,face_with_mask
1995.jpg,481,94,654,301,face_with_mask
1995.jpg,267,66,429,265,face_with_mask
1996.jpg,777,764,1772,1776,face_with_mask
1997.jpg,262,180,788,932,face_with_mask
1999.jpg,1219,380,1425,675,face_with_mask
2000.jpg,573,99,754,322,face_with_mask
2000.jpg,196,12,389,247,face_with_mask
2000.jpg,0,0,118,316,face_with_mask
2001.jpg,293,137,525,437,face_with_mask
2005.jpg,2266,594,3247,1700,face_with_mask
2006.jpg,276,145,377,255,face_with_mask
2006.jpg,207,50,310,178,face_with_mask
2007.jpg,373,58,430,129,face_with_mask
2008.jpg,137,111,250,248,face_with_mask
2009.jpg,684,291,852,508,face_with_mask
2009.jpg,439,276,590,475,face_with_mask
2009.jpg,260,282,415,471,face_with_mask
2010.jpg,383,59,529,254,face_with_mask
2012.jpg,91,158,316,447,face_with_mask
2013.jpg,364,75,504,263,face_with_mask
2014.jpg,683,431,968,717,face_with_mask
2015.jpg,2776,408,3346,1174,face_with_mask
2015.jpg,592,394,1199,1229,face_with_mask
2016.jpg,1330,627,1610,955,face_with_mask
2016.jpg,886,649,1111,928,face_with_mask
2016.jpg,442,484,716,864,face_with_mask
2016.jpg,1601,314,1791,542,face_with_mask
2016.jpg,727,268,997,591,face_with_mask
2016.jpg,0,200,241,516,face_with_mask
2016.jpg,1076,196,1246,432,face_with_mask
2016.jpg,1918,321,2109,594,face_with_mask
2016.jpg,1351,376,1542,605,face_with_mask
2016.jpg,540,202,747,470,face_with_mask
2016.jpg,296,346,542,641,face_with_mask
2018.jpg,1365,415,1500,879,face_with_mask
2020.jpg,597,79,686,193,face_with_mask
2020.jpg,515,106,586,187,face_with_mask
2020.jpg,346,126,397,183,face_with_mask
2020.jpg,277,129,334,196,face_with_mask
2020.jpg,75,76,162,180,face_with_mask
2021.jpg,459,36,662,293,face_with_mask
2022.jpg,264,24,888,803,face_with_mask
2025.jpg,177,42,491,441,face_with_mask
2026.jpg,61,2,236,203,face_with_mask
2026.jpg,448,0,581,134,face_with_mask
2028.jpg,300,113,603,493,face_with_mask
2032.jpg,432,99,652,357,face_with_mask
2032.jpg,442,16,664,345,face_with_mask
2034.jpg,443,138,540,251,face_with_mask
2034.jpg,720,171,804,280,face_with_mask
2036.jpg,591,39,956,573,face_with_mask
2037.jpg,366,81,620,392,face_with_mask
2037.jpg,16,115,256,399,face_with_mask
2038.jpg,431,57,534,173,face_with_mask
2038.jpg,173,87,268,184,face_with_mask
2040.jpg,941,131,1304,581,face_with_mask
2041.jpg,1267,533,1475,781,face_with_mask
2042.jpg,214,70,614,526,face_with_mask
2043.jpg,541,187,680,333,face_with_mask
2044.jpg,166,47,255,150,face_with_mask
2044.jpg,289,52,373,124,face_with_mask
2045.jpg,882,183,1047,386,face_with_mask
2045.jpg,210,75,384,266,face_with_mask
2046.jpg,618,153,830,401,face_with_mask
2047.jpg,747,163,810,242,face_with_mask
2047.jpg,489,141,547,232,face_with_mask
2047.jpg,262,142,330,229,face_with_mask
2048.jpg,428,291,550,477,face_with_mask
2048.jpg,273,236,457,444,face_with_mask
2049.jpg,839,611,1994,2139,face_with_mask
2050.jpg,316,178,383,256,face_with_mask
2050.jpg,231,75,288,143,face_with_mask
2050.jpg,507,178,577,249,face_with_mask
2050.jpg,556,210,609,287,face_with_mask
2051.jpg,447,20,511,101,face_with_mask
2051.jpg,134,61,201,147,face_with_mask
2051.jpg,40,62,111,136,face_with_mask
2052.jpg,332,188,401,275,face_with_mask
2052.jpg,477,191,539,277,face_with_mask
2052.jpg,627,190,699,277,face_with_mask
2052.jpg,709,226,738,281,face_with_mask
2053.jpg,520,68,657,231,face_with_mask
2053.jpg,304,37,471,210,face_with_mask
2053.jpg,57,135,212,321,face_with_mask
2054.jpg,985,396,1075,514,face_with_mask
2054.jpg,837,441,931,548,face_with_mask
2054.jpg,672,378,784,503,face_with_mask
2054.jpg,624,431,696,529,face_with_mask
2054.jpg,446,368,542,471,face_with_mask
2055.jpg,585,156,684,284,face_with_mask
2055.jpg,358,195,442,300,face_with_mask
2055.jpg,876,145,941,232,face_with_mask
2055.jpg,105,170,231,320,face_with_mask
2056.jpg,97,22,218,203,face_with_mask
2058.jpg,216,92,387,320,face_with_mask
2058.jpg,586,9,740,189,face_with_mask
2059.jpg,150,149,447,487,face_with_mask
2063.jpg,276,208,738,791,face_with_mask
2065.jpg,343,90,605,454,face_with_mask
2066.jpg,1050,208,1492,739,face_with_mask
2066.jpg,660,408,1041,932,face_with_mask
2069.jpg,312,223,694,728,face_with_mask
2070.jpg,306,180,610,561,face_with_mask
2072.jpg,1106,928,2481,2398,face_with_mask
2073.jpg,2156,906,4912,3684,face_with_mask
2073.jpg,911,4,4886,3649,face_with_mask
2076.jpg,480,144,636,350,face_with_mask
2076.jpg,95,158,294,376,face_with_mask
2076.jpg,367,50,503,220,face_with_mask
2076.jpg,583,82,730,266,face_with_mask
2077.jpg,460,104,675,355,face_with_mask
2077.jpg,109,158,322,364,face_with_mask
2079.jpg,695,162,770,271,face_with_mask
2079.jpg,258,193,324,292,face_with_mask
2080.jpg,269,37,452,254,face_with_mask
2081.jpg,630,266,1114,943,face_with_mask
2081.jpg,217,721,756,1443,face_with_mask
2083.jpg,101,100,586,670,face_with_mask
2084.jpg,414,4,550,192,face_with_mask
2084.jpg,607,75,670,148,face_with_mask
2084.jpg,29,74,146,182,face_with_mask
2084.jpg,660,93,693,137,face_with_mask
2085.jpg,578,98,1006,582,face_with_mask
2086.jpg,307,72,459,275,face_with_mask
2090.jpg,327,60,480,236,face_with_mask
2091.jpg,621,79,755,240,face_with_mask
2092.jpg,307,124,397,253,face_with_mask
2092.jpg,527,75,594,157,face_with_mask
2092.jpg,343,68,423,154,face_with_mask
2092.jpg,588,49,633,113,face_with_mask
2094.jpg,2001,64,2193,273,face_with_mask
2094.jpg,1489,253,1656,454,face_with_mask
2096.jpg,392,101,592,413,face_with_mask
2096.jpg,218,104,397,373,face_with_mask
2099.jpg,639,151,892,469,face_with_mask
2100.jpg,463,187,638,436,face_with_mask
2102.jpg,134,3,496,451,face_with_mask
2102.jpg,658,18,1029,459,face_with_mask
2104.jpg,379,38,466,174,face_with_mask
2104.jpg,89,7,241,190,face_with_mask
2106.jpg,542,633,777,914,face_with_mask
2107.jpg,1308,575,1430,715,face_with_mask
2108.jpg,467,298,681,586,face_with_mask
2109.jpg,1103,418,1332,762,face_with_mask
2109.jpg,317,500,585,836,face_with_mask
2110.jpg,235,14,786,782,face_with_mask
2112.jpg,173,43,217,97,face_with_mask
2112.jpg,386,39,426,84,face_with_mask
2113.jpg,284,16,518,348,face_with_mask
2114.jpeg,233,113,439,393,face_with_mask
2115.jpg,148,57,337,326,face_with_mask
2115.jpg,474,122,672,403,face_with_mask
2117.jpg,495,101,1472,1069,face_with_mask
2117.jpg,2479,634,3074,1429,face_with_mask
2121.jpg,183,28,358,261,face_with_mask
2122.jpg,61,239,158,347,face_with_mask
2122.jpg,262,242,326,320,face_with_mask
2122.jpg,586,228,648,313,face_with_mask
2122.jpg,427,330,493,415,face_with_mask
2122.jpg,507,368,566,439,face_with_mask
2123.jpg,370,60,547,292,face_with_mask
2123.jpg,470,252,654,454,face_with_mask
2123.jpg,260,111,363,285,face_with_mask
2124.jpg,661,101,895,412,face_with_mask
2124.jpg,944,257,1143,517,face_with_mask
2124.jpg,80,287,300,575,face_with_mask
2124.jpg,272,276,427,519,face_with_mask
2128.jpg,382,107,498,231,face_with_mask
2128.jpg,547,62,681,240,face_with_mask
2128.jpg,758,25,901,226,face_with_mask
2130.jpg,358,45,588,338,face_with_mask
2131.jpg,118,66,232,187,face_with_mask
2132.jpg,112,67,351,388,face_with_mask
2133.jpg,1496,560,2158,1440,face_with_mask
2133.jpg,2253,128,3102,1113,face_with_mask
2134.jpg,1243,150,1593,465,face_with_mask
2136.jpg,503,5,671,153,face_with_mask
2141.jpg,490,79,653,262,face_with_mask
2143.jpg,257,74,728,623,face_with_mask
2143.jpg,805,124,1079,542,face_with_mask
2143.jpg,1030,30,1726,969,face_with_mask
2143.jpg,2011,430,2124,661,face_with_mask
2144.jpg,402,298,555,496,face_with_mask
2144.jpg,999,161,1159,384,face_with_mask
2148.jpg,557,106,697,266,face_with_mask
2151.jpg,79,66,200,162,face_with_mask
2151.jpg,518,44,582,113,face_with_mask
2151.jpg,581,54,636,132,face_with_mask
2151.jpg,472,109,549,188,face_with_mask
2152.jpg,150,40,328,290,face_with_mask
2152.jpg,499,59,673,327,face_with_mask
2153.png,442,7,602,228,face_with_mask
2154.png,111,281,586,966,face_with_mask
2155.png,147,11,280,178,face_with_mask
2158.png,137,26,556,567,face_with_mask
2159.png,239,21,620,504,face_with_mask
2160.png,148,112,548,624,face_with_mask
2161.png,316,238,373,311,face_with_mask
2162.png,172,15,392,329,face_with_mask
2163.png,224,1,327,102,face_with_mask
2165.png,54,51,367,438,face_with_mask
2166.png,256,123,419,315,face_with_mask
2167.png,248,8,438,207,face_with_mask
2168.png,321,114,535,385,face_with_mask
2169.png,24,2,552,553,face_with_mask
2170.png,203,65,485,431,face_with_mask
2171.png,6,176,284,552,face_with_mask
2171.png,443,10,711,419,face_with_mask
2172.png,157,1,592,505,face_with_mask
2173.png,212,50,413,324,face_with_mask
2174.png,238,33,469,374,face_with_mask
2175.png,255,17,601,485,face_with_mask
2176.png,175,15,496,446,face_with_mask
2177.png,387,130,525,321,face_with_mask
2178.png,8,0,303,327,face_with_mask
2179.png,204,51,528,542,face_with_mask
2180.png,325,171,391,252,face_with_mask
2180.png,5,245,64,310,face_with_mask
2181.png,43,73,246,342,face_with_mask
2181.png,302,40,494,284,face_with_mask
2182.png,347,40,619,322,face_with_mask
2183.png,795,18,1026,281,face_with_mask
2184.png,359,39,459,162,face_with_mask
2185.png,828,122,934,228,face_with_mask
2185.png,302,33,411,153,face_with_mask
2187.png,349,15,588,332,face_with_mask
2188.png,173,115,370,368,face_with_mask
2189.png,218,81,351,244,face_with_mask
2190.png,319,11,592,310,face_with_mask
2191.png,263,129,525,464,face_with_mask
2192.png,293,16,541,350,face_with_mask
2193.png,79,9,422,413,face_with_mask
2193.png,363,200,652,616,face_with_mask
2194.png,230,58,399,254,face_with_mask
2195.png,56,3,342,298,face_with_mask
2195.png,418,89,719,608,face_with_mask
2202.png,75,14,430,406,face_with_mask
2203.png,52,34,383,503,face_with_mask
2204.png,231,16,323,129,face_with_mask
2205.png,83,6,545,558,face_with_mask
2213.png,413,25,526,172,face_with_mask
2213.png,180,7,378,156,face_with_mask
2214.png,339,37,659,476,face_with_mask
2214.png,91,192,314,497,face_with_mask
2215.png,113,50,374,396,face_with_mask
2216.png,423,122,475,184,face_with_mask
2219.png,310,32,423,177,face_with_mask
2220.png,361,46,476,182,face_with_mask
2221.png,284,262,362,368,face_with_mask
2222.png,70,7,391,319,face_with_mask
2223.png,427,137,575,270,face_with_mask
2223.png,340,154,444,249,face_with_mask
2223.png,27,120,215,414,face_with_mask
2225.png,255,27,493,358,face_with_mask
2226.png,286,8,373,115,face_with_mask
2227.png,364,111,498,279,face_with_mask
2228.png,172,76,296,218,face_with_mask
2229.png,538,63,584,126,face_with_mask
2229.png,670,104,718,162,face_with_mask
2230.png,328,344,384,402,face_with_mask
2230.png,179,341,234,420,face_with_mask
2231.png,326,98,374,160,face_with_mask
2231.png,411,113,459,172,face_with_mask
2233.png,309,101,449,253,face_with_mask
2234.png,598,4,785,227,face_with_mask
2235.png,180,118,237,194,face_with_mask
2235.png,77,93,166,195,face_with_mask
2235.png,627,187,680,244,face_with_mask
2235.png,706,192,755,296,face_with_mask
2236.png,165,3,620,536,face_with_mask
2244.png,157,123,226,214,face_with_mask
2245.png,36,8,276,326,face_with_mask
2251.png,243,12,534,368,face_with_mask
2252.png,125,5,519,496,face_with_mask
2254.png,108,14,400,461,face_with_mask
2255.png,13,394,190,606,face_with_mask
2255.png,316,268,475,518,face_with_mask
2255.png,445,68,706,391,face_with_mask
2257.png,91,43,543,564,face_with_mask
2258.png,290,220,338,289,face_with_mask
2258.png,182,254,213,296,face_with_mask
2259.png,421,119,455,155,face_with_mask
2260.png,235,38,419,359,face_with_mask
2261.png,4,67,278,382,face_with_mask
2261.png,463,82,622,299,face_with_mask
2262.png,234,7,321,103,face_with_mask
2263.png,69,15,344,448,face_with_mask
2264.png,144,3,563,545,face_with_mask
2265.png,144,6,604,599,face_with_mask
2266.png,458,139,661,316,face_with_mask
2267.png,123,8,630,606,face_with_mask
2268.png,213,17,528,458,face_with_mask
2269.png,162,21,273,204,face_with_mask
2271.png,120,7,433,321,face_with_mask
2275.png,120,137,194,215,face_with_mask
2276.png,439,158,485,232,face_with_mask
2277.png,491,43,641,241,face_with_mask
2278.png,345,162,719,587,face_with_mask
2278.png,166,19,252,91,face_with_mask
2279.png,82,180,357,432,face_with_mask
2279.png,0,9,77,301,face_with_mask
2281.png,268,6,327,84,face_with_mask
2282.png,333,139,403,234,face_with_mask
2283.png,174,51,465,470,face_with_mask
2284.png,102,112,201,227,face_with_mask
2284.png,493,88,568,165,face_with_mask
2285.png,294,9,468,244,face_with_mask
2285.png,197,13,315,235,face_with_mask
2285.png,400,142,653,544,face_with_mask
2286.png,308,130,390,244,face_with_mask
2286.png,543,40,644,183,face_with_mask
2286.png,678,161,737,225,face_with_mask
2286.png,384,115,435,186,face_with_mask
2286.png,436,156,494,250,face_with_mask
2288.png,257,70,368,209,face_with_mask
2289.png,48,87,117,164,face_with_mask
2290.png,5,174,65,241,face_with_mask
2290.png,243,127,300,197,face_with_mask
2290.png,676,122,716,171,face_with_mask
2291.png,334,4,449,138,face_with_mask
2292.png,277,230,320,283,face_with_mask
2293.png,417,353,458,395,face_with_mask
2293.png,532,335,627,426,face_with_mask
2293.png,680,340,759,427,face_with_mask
2294.png,136,69,191,157,face_with_mask
2294.png,383,87,444,162,face_with_mask
2294.png,99,34,148,115,face_with_mask
2294.png,258,94,298,135,face_with_mask
2295.png,392,6,524,221,face_with_mask
2295.png,159,54,305,236,face_with_mask
2295.png,59,73,155,206,face_with_mask
2296.png,373,15,546,199,face_with_mask
2297.png,383,52,582,306,face_with_mask
2298.png,257,107,394,271,face_with_mask
2298.png,578,49,647,178,face_with_mask
2298.png,466,133,552,233,face_with_mask
2298.png,0,209,67,315,face_with_mask
2299.png,357,68,418,146,face_with_mask
2299.png,158,90,212,142,face_with_mask
2299.png,1,91,33,148,face_with_mask
2300.png,1,1,666,616,face_with_mask
2309.png,239,9,512,318,face_with_mask
2314.png,115,21,418,489,face_with_mask
2315.png,154,75,583,610,face_with_mask
2316.png,227,65,526,488,face_with_mask
2317.png,182,55,429,379,face_with_mask
2320.png,180,154,273,264,face_with_mask
2321.png,83,9,396,387,face_with_mask
2322.png,679,11,753,91,face_with_mask
2322.png,415,5,519,105,face_with_mask
2323.png,332,153,390,230,face_with_mask
2324.png,267,10,500,333,face_with_mask
2325.png,31,103,348,587,face_with_mask
2326.png,115,12,487,442,face_with_mask
2326.png,402,40,708,449,face_with_mask
2327.png,455,78,492,118,face_with_mask
2328.png,322,125,480,353,face_with_mask
2329.png,240,208,286,270,face_with_mask
2331.png,57,88,288,342,face_with_mask
2333.png,88,25,508,577,face_with_mask
2334.png,63,241,299,581,face_with_mask
2335.png,229,29,423,339,face_with_mask
2336.png,503,123,628,283,face_with_mask
2336.png,212,5,429,285,face_with_mask
2337.png,51,7,743,661,face_with_mask
2338.png,234,2,463,313,face_with_mask
2339.png,197,31,527,518,face_with_mask
2340.png,248,122,436,343,face_with_mask
2341.png,134,5,305,181,face_with_mask
2342.png,193,26,259,119,face_with_mask
2344.png,155,132,238,227,face_with_mask
2344.png,528,44,614,173,face_with_mask
2345.png,158,30,408,391,face_with_mask
2350.png,183,149,496,553,face_with_mask
2351.png,393,193,469,296,face_with_mask
2351.png,207,185,318,298,face_with_mask
2352.png,231,164,414,446,face_with_mask
2352.png,6,11,261,470,face_with_mask
2353.png,414,4,564,148,face_with_mask
2353.png,148,363,244,477,face_with_mask
2353.png,1050,101,1168,260,face_with_mask
2354.png,235,156,305,233,face_with_mask
2354.png,415,131,551,315,face_with_mask
2354.png,109,190,154,245,face_with_mask
2355.png,592,90,728,253,face_with_mask
2355.png,73,180,192,320,face_with_mask
2355.png,240,102,345,239,face_with_mask
2355.png,59,116,130,211,face_with_mask
2355.png,4,184,56,261,face_with_mask
2356.png,266,14,361,142,face_with_mask
2357.png,193,58,438,344,face_with_mask
2358.png,130,23,233,142,face_with_mask
2359.png,538,215,626,433,face_with_mask
2359.png,393,181,520,336,face_with_mask
2359.png,122,41,176,109,face_with_mask
2359.png,204,106,253,161,face_with_mask
2360.png,286,6,666,362,face_with_mask
2361.png,280,69,603,447,face_with_mask
2362.png,222,115,339,275,face_with_mask
2362.png,3,171,145,338,face_with_mask
2363.png,147,207,281,366,face_with_mask
2365.png,430,38,535,201,face_with_mask
2365.png,713,71,796,184,face_with_mask
2366.png,321,111,450,257,face_with_mask
2367.png,215,48,316,204,face_with_mask
2368.png,239,146,349,301,face_with_mask
2369.png,566,9,791,286,face_with_mask
2371.png,606,335,679,410,face_with_mask
2371.png,238,364,303,431,face_with_mask
2371.png,432,382,473,435,face_with_mask
2372.png,287,71,342,145,face_with_mask
2373.png,18,43,163,239,face_with_mask
2373.png,277,221,332,302,face_with_mask
2373.png,340,210,415,311,face_with_mask
2373.png,420,212,526,347,face_with_mask
2375.png,281,71,592,529,face_with_mask
2381.png,234,20,559,461,face_with_mask
2382.png,289,115,387,227,face_with_mask
2385.png,139,104,393,506,face_with_mask
2386.png,214,43,503,412,face_with_mask
2387.png,188,80,522,550,face_with_mask
2388.png,139,39,346,277,face_with_mask
2389.png,208,49,446,395,face_with_mask
2393.png,119,14,486,514,face_with_mask
2394.png,98,192,162,268,face_with_mask
2394.png,311,197,372,275,face_with_mask
2395.png,385,101,434,167,face_with_mask
2395.png,209,128,242,170,face_with_mask
2396.png,145,6,507,476,face_with_mask
2397.png,170,8,441,330,face_with_mask
2397.png,287,232,521,522,face_with_mask
2398.png,107,46,424,424,face_with_mask
2399.png,95,154,401,619,face_with_mask
2400.png,302,37,416,221,face_with_mask
2401.png,170,245,367,413,face_with_mask
2403.png,55,53,289,386,face_with_mask
2405.png,404,157,472,237,face_with_mask
2406.png,192,445,280,546,face_with_mask
2407.png,194,10,555,514,face_with_mask
2408.png,225,77,456,430,face_with_mask
2409.png,160,85,356,295,face_with_mask
2410.png,85,3,311,287,face_with_mask
2413.png,113,3,562,493,face_with_mask
2418.png,225,5,481,312,face_with_mask
2419.png,184,315,214,351,face_with_mask
2419.png,217,292,243,323,face_with_mask
2419.png,252,290,274,320,face_with_mask
2419.png,337,285,358,311,face_with_mask
2419.png,89,285,117,317,face_with_mask
2419.png,138,260,160,287,face_with_mask
2419.png,1,308,22,347,face_with_mask
2419.png,374,376,441,456,face_with_mask
2420.png,301,175,373,235,face_with_mask
2421.png,249,122,398,353,face_with_mask
2421.png,163,74,243,171,face_with_mask
2421.png,409,93,485,187,face_with_mask
2422.png,816,271,887,358,face_with_mask
2422.png,154,165,201,219,face_with_mask
2422.png,227,207,281,260,face_with_mask
2422.png,477,108,523,163,face_with_mask
2422.png,36,161,68,203,face_with_mask
2422.png,297,99,338,148,face_with_mask
2422.png,308,38,337,74,face_with_mask
2422.png,349,20,381,60,face_with_mask
2422.png,283,38,306,75,face_with_mask
2422.png,255,35,287,73,face_with_mask
2422.png,210,40,241,74,face_with_mask
2422.png,133,69,174,116,face_with_mask
2422.png,53,64,93,104,face_with_mask
2422.png,152,26,184,62,face_with_mask
2422.png,93,23,134,64,face_with_mask
2422.png,28,9,57,39,face_with_mask
2423.png,255,22,472,265,face_with_mask
2424.png,327,5,453,197,face_with_mask
2425.png,341,6,553,220,face_with_mask
2427.png,486,152,547,232,face_with_mask
2427.png,30,128,83,210,face_with_mask
2428.png,34,119,322,476,face_with_mask
2428.png,324,54,684,579,face_with_mask
2429.png,237,75,446,382,face_with_mask
2430.png,216,149,260,201,face_with_mask
2431.png,453,254,525,387,face_with_mask
2431.png,285,261,376,376,face_with_mask
2431.png,367,218,443,305,face_with_mask
2431.png,284,192,327,241,face_with_mask
2431.png,439,177,478,221,face_with_mask
2431.png,329,206,380,277,face_with_mask
2432.png,108,203,247,333,face_with_mask
2433.png,30,204,169,367,face_with_mask
2433.png,436,70,555,183,face_with_mask
2434.png,374,60,544,259,face_with_mask
2435.png,172,94,373,279,face_with_mask
2436.png,299,72,548,426,face_with_mask
2437.png,573,114,689,265,face_with_mask
2439.png,327,21,477,204,face_with_mask
2439.png,209,42,314,190,face_with_mask
2439.png,3,47,202,304,face_with_mask
2440.png,346,94,480,241,face_with_mask
2440.png,655,119,883,354,face_with_mask
2441.png,145,237,229,321,face_with_mask
2448.png,106,113,131,149,face_with_mask
2448.png,173,122,208,162,face_with_mask
2448.png,337,118,371,154,face_with_mask
2448.png,244,126,277,165,face_with_mask
2451.png,255,78,346,193,face_with_mask
2455.png,95,8,430,470,face_with_mask
2457.png,169,151,269,279,face_with_mask
2457.png,493,174,584,291,face_with_mask
2457.png,20,244,58,291,face_with_mask
2457.png,107,234,147,279,face_with_mask
2457.png,301,238,354,291,face_with_mask
2457.png,420,238,473,289,face_with_mask
2458.png,83,185,234,379,face_with_mask
2459.png,42,248,423,766,face_with_mask
2463.png,179,96,491,494,face_with_mask
2464.png,223,24,307,145,face_with_mask
2464.png,417,64,549,196,face_with_mask
2464.png,567,63,698,240,face_with_mask
2465.png,32,9,450,596,face_with_mask
2466.png,13,6,287,285,face_with_mask
2467.png,126,5,387,366,face_with_mask
2468.png,49,53,278,343,face_with_mask
2468.png,472,88,630,282,face_with_mask
2470.png,60,42,614,488,face_with_mask
2471.png,156,29,270,177,face_with_mask
2472.png,100,54,370,471,face_with_mask
2473.png,295,4,459,180,face_with_mask
2474.png,147,171,446,513,face_with_mask
2475.png,167,1,520,540,face_with_mask
2476.png,220,34,435,317,face_with_mask
2477.png,169,64,477,540,face_with_mask
2478.png,235,60,473,375,face_with_mask
2483.png,0,1,298,506,face_with_mask
2488.png,240,165,511,491,face_with_mask
2489.png,294,255,339,311,face_with_mask
2490.png,84,155,382,576,face_with_mask
2491.png,203,301,240,355,face_with_mask
2492.png,157,98,202,152,face_with_mask
2492.png,349,80,387,126,face_with_mask
2492.png,304,88,331,129,face_with_mask
2493.png,293,33,390,164,face_with_mask
2494.png,358,57,543,328,face_with_mask
2494.png,654,279,852,518,face_with_mask
2494.png,21,207,134,335,face_with_mask
2496.png,357,26,469,192,face_with_mask
2496.png,186,170,300,306,face_with_mask
2497.png,533,8,711,239,face_with_mask
2497.png,773,108,928,313,face_with_mask
2499.png,333,173,482,383,face_with_mask
2500.png,373,13,484,157,face_with_mask
2501.png,118,56,198,140,face_with_mask
2502.png,430,85,581,242,face_with_mask
2503.png,68,4,439,416,face_with_mask
2503.png,522,199,585,269,face_with_mask
2504.png,339,165,533,321,face_with_mask
2505.png,421,199,654,531,face_with_mask
2506.png,34,131,175,318,face_with_mask
2506.png,249,52,376,255,face_with_mask
2506.png,13,446,203,652,face_with_mask
2507.png,268,10,572,297,face_with_mask
2508.png,214,160,364,317,face_with_mask
2509.png,1,3,436,617,face_with_mask
2510.png,436,135,559,256,face_with_mask
2515.png,101,40,251,266,face_with_mask
2515.png,412,29,464,229,face_with_mask
2520.png,131,74,284,230,face_with_mask
2520.png,446,198,553,320,face_with_mask
2523.png,41,32,445,648,face_with_mask
2524.png,135,85,300,304,face_with_mask
2524.png,474,251,527,316,face_with_mask
2525.png,175,42,524,485,face_with_mask
2526.png,199,5,460,346,face_with_mask
2530.png,53,3,657,610,face_with_mask
2531.png,371,116,461,227,face_with_mask
2532.png,159,90,219,159,face_with_mask
2532.png,342,89,391,139,face_with_mask
2532.png,1002,132,1052,184,face_with_mask
2533.png,130,34,541,572,face_with_mask
2534.png,90,195,477,656,face_with_mask
2535.png,199,121,337,333,face_with_mask
2536.png,365,82,467,237,face_with_mask
2537.png,456,80,781,494,face_with_mask
2538.png,92,2,413,374,face_with_mask
2539.png,194,48,493,475,face_with_mask
2540.png,99,15,404,417,face_with_mask
2540.png,339,217,660,622,face_with_mask
2541.png,80,126,337,453,face_with_mask
2541.png,350,126,589,445,face_with_mask
2543.png,193,5,357,206,face_with_mask
2544.png,182,64,427,397,face_with_mask
2546.png,323,257,407,359,face_with_mask
2546.png,438,217,520,345,face_with_mask
2546.png,598,305,670,395,face_with_mask
2548.png,193,193,285,315,face_with_mask
2549.png,499,56,612,197,face_with_mask
2549.png,133,109,259,249,face_with_mask
2550.png,768,2,907,169,face_with_mask
2550.png,65,85,184,219,face_with_mask
2550.png,322,79,384,157,face_with_mask
2550.png,442,40,524,138,face_with_mask
2550.png,711,11,763,105,face_with_mask
2550.png,542,3,581,58,face_with_mask
2550.png,369,39,412,87,face_with_mask
2550.png,270,27,313,83,face_with_mask
2550.png,191,97,229,148,face_with_mask
2550.png,164,41,196,76,face_with_mask
2550.png,117,28,157,76,face_with_mask
2550.png,48,20,81,59,face_with_mask
2550.png,3,16,44,78,face_with_mask
2551.png,239,4,631,388,face_with_mask
2553.png,296,102,528,465,face_with_mask
2555.png,164,87,326,324,face_with_mask
2556.png,66,113,110,163,face_with_mask
